"FEATURE_ID","RT","PEPMASS","CCS","SIGMA_SCORE","NAME_METABOSCAPE","MOLECULAR_FORMULA","ADDUCT","KEGG","CAS","MaxIntensity","Condition_QC_MeanIntensity","Condition_BLANK_MeanIntensity","Condition_Control_MeanIntensity","Condition_Treatment_MeanIntensity","QC_1_07-Aug-24_10149","QC_1_07-Aug-24_10161","QC_1_07-Aug-24_10173","QC_1_07-Aug-24_10185","QC_1_07-Aug-24_10192","QC_1_08-Aug-24_10204","QC_1_08-Aug-24_10216","B9_PBS_1_08-Aug-24_10218","B9_PBS_2_08-Aug-24_10219","B9_PBS_3_08-Aug-24_10220","B9_PBS_4_08-Aug-24_10221","B9_DMSO_1_08-Aug-24_10223","B9_DMSO_2_08-Aug-24_10224","B9_DMSO_3_08-Aug-24_10225","B9_DMSO_4_08-Aug-24_10226","QC_1_08-Aug-24_10228","B9_Mena_1_08-Aug-24_10230","B9_Mena_2_08-Aug-24_10231","B9_Mena_3_08-Aug-24_10232","B9_Mena_4_08-Aug-24_10233","QC_1_08-Aug-24_10240","QC_1_08-Aug-24_10252","QC_1_08-Aug-24_10266","QC_1_08-Aug-24_10278","QC_1_09-Aug-24_10290","QC_1_09-Aug-24_10302","QC_1_09-Aug-24_10314","QC_1_09-Aug-24_10328","QC_1_09-Aug-24_10335","QC_1_09-Aug-24_10347","QC_1_09-Aug-24_10359","B9_PBS_1_09-Aug-24_10361","B9_PBS_2_09-Aug-24_10362","B9_PBS_3_09-Aug-24_10363","B9_PBS_4_09-Aug-24_10364","B9_DMSO_1_10-Aug-24_10366","B9_DMSO_2_10-Aug-24_10367","B9_DMSO_3_10-Aug-24_10368","B9_DMSO_4_10-Aug-24_10369","QC_1_10-Aug-24_10371","B9_Mena_1_10-Aug-24_10373","B9_Mena_2_10-Aug-24_10374","B9_Mena_3_10-Aug-24_10375","B9_Mena_4_10-Aug-24_10376","QC_1_10-Aug-24_10383","QC_1_10-Aug-24_10395","QC_1_10-Aug-24_10407","QC_1_10-Aug-24_10419","QC_1_10-Aug-24_10431","QC_1_10-Aug-24_10443","QC_1_10-Aug-24_10455","QC_1_11-Aug-24_10467","QC_1_11-Aug-24_10474","QC_1_11-Aug-24_10486","QC_1_11-Aug-24_10498","B9_PBS_1_11-Aug-24_10500","B9_PBS_2_11-Aug-24_10501","B9_PBS_3_11-Aug-24_10502","B9_PBS_4_11-Aug-24_10503","B9_DMSO_1_11-Aug-24_10505","B9_DMSO_2_11-Aug-24_10506","B9_DMSO_3_11-Aug-24_10507","B9_DMSO_4_11-Aug-24_10508","QC_1_11-Aug-24_10510","B9_Mena_1_11-Aug-24_10512","B9_Mena_2_11-Aug-24_10513","B9_Mena_3_11-Aug-24_10514","B9_Mena_4_11-Aug-24_10515","QC_1_12-Aug-24_10526","QC_1_12-Aug-24_10538","QC_1_12-Aug-24_10550","QC_1_12-Aug-24_10562","QC_1_13-Aug-24_10574"
34,29.39,1413.01943,349.49283,,,,ION=[M+H+H]2+,,,3056.37,0.00,2108.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2197.72,1982.20,1769.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3056.37,2138.41,3031.14,2939.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2794.41,2412.01,2981.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,29.45,169.01850,187.19775,,,,ION=[M+H]+,,,2566.00,1140.42,0.00,990.61,958.03,0.00,0.00,0.00,1914.66,0.00,1906.88,0.00,0.00,0.00,0.00,0.00,1237.22,1109.66,1527.09,2031.73,1276.31,0.00,1182.38,1079.77,1247.38,1421.09,2013.63,0.00,1947.57,2106.95,0.00,2020.50,1651.81,1546.75,0.00,1974.10,0.00,0.00,0.00,0.00,0.00,1754.11,1053.74,0.00,2263.64,0.00,0.00,1331.28,1201.07,0.00,1368.50,0.00,2152.44,1708.44,1669.33,0.00,0.00,2566.00,1428.09,0.00,0.00,0.00,0.00,0.00,1186.07,0.00,0.00,1987.67,2370.16,1019.70,1114.71,1356.24,1963.87,0.00,1960.26,1809.74,1305.29,1813.44
36,29.50,1586.87910,354.30545,,,,ION=[M+H+H]2+,,,5349.96,0.00,2879.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2683.22,3408.16,2582.16,3157.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4352.13,5349.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4586.50,3455.08,4977.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,29.65,198.98313,149.94319,,,,ION=[M+H]+,,,8544.31,2095.18,0.00,5991.64,3594.32,0.00,3363.19,0.00,0.00,2511.39,0.00,2851.03,0.00,0.00,0.00,0.00,5511.31,4702.08,5601.97,6870.07,2788.33,3922.52,3556.86,3078.87,4123.52,2681.70,2591.78,0.00,2770.27,3257.46,0.00,2822.11,2310.89,2746.57,3314.99,3236.07,0.00,0.00,0.00,0.00,6098.08,5211.06,4381.87,6556.05,2942.71,3534.62,3483.82,2658.00,3247.86,2395.77,0.00,3069.07,2648.27,2595.98,2918.97,0.00,2994.32,3791.30,2483.94,3257.16,0.00,0.00,0.00,0.00,7619.84,5367.95,5435.10,8544.31,2841.24,5711.96,2476.49,3618.54,3718.77,3259.41,0.00,2872.87,0.00,2204.84
38,29.69,400.90570,182.9943,,,,ION=[M+H]+,,,5704.17,3516.63,0.00,4569.32,3250.11,3628.24,3421.43,3243.32,3792.89,3410.41,4799.34,3073.19,0.00,0.00,0.00,0.00,4279.48,3825.82,4967.30,4608.61,3039.97,2986.03,3748.45,2868.33,3831.80,2839.95,3111.17,3844.47,3153.52,2506.40,2815.70,3866.77,4076.89,4083.78,4274.81,3362.19,0.00,0.00,0.00,0.00,4703.30,4994.27,4720.92,5219.65,3247.16,3075.08,2379.16,3743.53,2788.83,4643.40,2382.36,4597.62,3250.51,4778.64,3948.33,2754.95,3523.27,3934.35,3276.29,2460.67,0.00,0.00,0.00,0.00,3436.00,4420.11,5704.17,3952.19,3914.64,3436.63,3194.17,3847.93,3101.44,3649.46,3379.60,3219.49,3618.83,3191.24
39,29.71,256.94184,148.96425,,,,ION=[M+H]+,,,5532.99,0.00,0.00,4237.58,2082.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4737.71,3747.11,4905.46,4395.63,0.00,2844.32,1713.88,0.00,2105.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3974.76,3770.79,3468.13,5271.35,0.00,3419.28,2009.30,0.00,3140.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3143.70,3597.53,4305.82,5532.99,0.00,2007.81,2487.04,2970.43,2292.58,0.00,0.00,0.00,0.00,0.00
40,29.75,137.89930,168.23296,,,,ION=[M+H]+,,,19093.27,8292.17,16808.80,10317.79,10240.90,8775.98,8908.33,6344.99,6510.56,9554.95,8705.18,9154.11,19093.27,13452.40,13565.48,13478.31,10005.57,7965.59,11470.94,9468.83,8751.13,11811.50,9933.70,8247.95,7286.56,6073.12,7631.11,8850.64,5972.40,9377.90,9000.87,6305.19,9485.02,8750.83,8932.85,8948.83,18506.02,18251.80,18130.45,15390.82,11010.41,11072.47,11800.79,9280.90,8499.19,10575.28,12346.45,9008.67,8388.99,6949.52,7994.54,8631.91,8508.64,9278.10,7461.47,6970.04,9038.30,10417.69,9795.23,7303.06,18038.08,18196.79,18014.58,17587.65,8184.58,10764.50,12874.66,9914.28,8384.72,11640.33,11773.71,10874.41,11003.19,7466.65,8427.19,8144.03,7957.53,9548.31
41,29.87,342.94714,180.14572,,,,ION=[M+H]+,,,7200.33,4803.46,0.00,5931.24,4392.41,5581.30,5560.21,4475.31,4514.77,3788.14,5984.52,3876.33,0.00,0.00,0.00,0.00,5919.72,4874.38,6457.46,6161.82,4077.35,3923.97,4151.64,3730.08,3737.78,4302.19,3888.09,5009.25,4051.67,5169.02,4700.50,5168.77,4748.74,5528.32,4753.36,5284.94,0.00,0.00,0.00,0.00,6193.77,5070.43,6153.29,5650.34,3988.19,4144.58,3522.23,6086.26,3597.45,4273.73,6602.52,4878.76,3583.00,5881.49,4574.62,6111.18,4847.50,3517.07,5143.79,5986.18,0.00,0.00,0.00,0.00,6118.03,5480.91,7200.33,5894.41,5031.96,5702.13,4576.30,4599.63,4936.82,4765.00,4044.58,4480.04,4215.38,5340.39
42,29.94,963.30288,195.14113,,,,ION=[M+H]+,,,5558.55,0.00,4379.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3677.92,3745.26,3446.31,3503.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4548.67,4507.07,3382.31,5558.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5546.79,5015.66,5077.00,4543.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,29.94,1616.83630,359.00565,,,,ION=[M+H+H]2+,,,12706.95,0.00,6928.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8712.42,6342.54,5643.88,6482.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7185.49,8413.62,0.00,6237.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12706.95,7851.91,6672.46,6898.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,30.08,685.55066,214.7218,,,,ION=[M+H]+,,,4371.65,118.15,1356.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.54,854.60,1307.07,1660.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1118.97,1571.51,1343.61,1317.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4371.65,1144.49,1248.60,1780.66,1522.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,30.10,997.28756,197.54633,,,,ION=[M+H]+,,,3438.57,0.00,2611.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2208.75,2449.78,1757.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3352.06,3295.67,2493.56,3438.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3409.88,2959.58,3033.03,2941.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,30.26,816.40937,179.94759,,,,ION=[M+H]+,,,8590.67,0.00,4345.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4932.33,4942.36,3515.10,3923.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6337.81,8590.67,6600.67,5562.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7747.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,30.34,1562.87015,351.57663,,,,ION=[M+H+H]2+,,,14555.30,0.00,12046.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10135.11,11221.22,9407.39,10178.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13380.20,12972.27,12079.72,14555.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13305.07,13588.25,11947.00,11791.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,30.42,1572.87180,355.78748,,,,ION=[M+H+H]2+,,,7009.53,0.00,5136.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3580.50,3996.16,0.00,3839.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6086.53,5820.20,6132.62,5527.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6723.53,7009.53,6299.32,6617.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,30.49,1614.84339,357.33633,,,,ION=[M+H+H]2+,,,7207.78,0.00,3136.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3159.48,7207.78,2436.59,2943.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3863.07,4037.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4987.43,4283.19,4725.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,30.49,966.29899,195.01361,,,,ION=[M+H]+,,,5987.22,0.00,3921.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3542.03,2918.32,3614.07,3709.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4288.99,3602.53,4479.30,3361.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4017.00,5987.22,3202.66,4333.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51,30.54,1808.69505,384.3957,,,,ION=[M+H+H]2+,,,3277.50,0.00,1630.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1371.10,1607.07,1542.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3277.50,2634.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230.95,2154.45,1854.10,2888.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,30.54,962.30499,195.56769,,,,ION=[M+H]+,,,4942.77,0.00,3614.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3293.79,1747.90,2247.12,2912.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4623.28,3848.49,3174.96,4275.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4177.65,3635.95,4498.73,4942.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,30.54,1444.95419,351.079,,,,ION=[M+H+H]2+,,,5461.26,0.00,4066.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2895.51,3810.50,3358.13,3316.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5461.26,3997.97,4781.31,4205.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4367.47,4215.09,3539.41,4850.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,30.54,822.41365,180.1433,,,,ION=[M+H]+,,,5064.57,0.00,3381.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2939.20,3046.92,0.00,2748.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4471.41,5064.57,5009.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3886.70,4839.40,4826.84,3740.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,30.54,802.43408,177.70645,,,,ION=[M+H]+,,,3528.69,0.00,2091.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1651.39,2530.30,2296.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2189.23,0.00,2613.83,2692.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2310.50,3528.69,2960.77,2329.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,30.54,777.44103,162.3128,,,,ION=[M+H]+,,,4378.67,0.00,2366.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1886.29,1490.40,1671.52,2228.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2558.69,2767.71,4378.67,2527.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2320.56,2095.19,2088.53,2382.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,30.57,823.41703,180.65834,,,,ION=[M+H]+,,,5330.32,0.00,3679.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3416.99,2607.05,2911.61,2080.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5330.32,3727.74,4534.15,4249.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3230.28,4291.30,3956.89,3820.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58,30.59,1265.09096,333.6191,,,,ION=[M+H+H]2+,,,7316.91,0.00,4387.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4672.38,4148.71,2705.57,2996.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4490.23,3946.46,2949.98,4503.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5261.72,5839.76,3821.54,7316.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59,30.61,617.54130,214.12851,,,,ION=[M+H]+,,,5162.26,2911.56,2768.39,3414.62,3392.05,3104.68,3222.60,3076.56,2913.34,2542.24,2507.30,3309.31,2425.95,3030.34,2580.58,2403.11,3135.73,2951.52,3815.76,0.00,3298.81,3304.73,2249.83,2730.73,3073.35,2041.63,2225.27,3390.38,2975.85,3283.35,4085.64,2340.29,2464.41,2445.55,3836.49,3565.23,3149.60,2372.47,2655.43,3050.13,3512.84,3626.42,4199.32,3044.34,2936.25,4221.64,3980.33,2287.11,3028.63,2946.52,3331.18,0.00,3102.41,2747.05,3360.46,2996.11,2628.03,2267.77,3693.21,3428.30,2114.67,2743.39,3751.00,2944.00,4996.75,4982.40,3603.40,3106.99,3537.84,4114.51,3375.91,5162.26,3175.52,3360.73,2726.34,2494.33,2328.74,3213.61
60,30.66,953.31438,246.68517,,,,ION=[M+H]+,,,10129.87,0.00,6170.19,481.38,560.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5466.51,4229.33,4199.47,6479.75,0.00,1345.42,0.00,0.00,0.00,1259.54,898.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6406.97,5983.64,10129.87,6019.78,1157.27,0.00,0.00,0.00,0.00,1458.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5873.81,6900.96,6675.74,5676.45,0.00,1594.33,1679.51,0.00,0.00,1528.48,1579.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,30.68,817.40534,180.99799,,,,ION=[M+H]+,,,10003.29,0.00,7281.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6125.16,5438.47,6147.67,6132.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7836.15,8044.61,7018.47,7260.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8212.55,10003.29,8320.66,6841.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,30.73,1576.85435,354.94977,,,,ION=[M+H+H]2+,,,9851.65,0.00,7126.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6523.70,6625.95,6278.85,5743.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9327.59,7902.20,0.00,7942.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9534.53,9851.65,9184.81,6604.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
63,30.75,1554.88547,352.6836,,,,ION=[M+H+H]2+,,,7105.13,0.00,3106.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6636.27,1535.92,1748.79,7105.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2980.51,2268.10,2573.60,2661.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2558.65,2665.92,2353.98,2193.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64,30.79,928.33333,195.24037,,,,ION=[M+H]+,,,3940.42,0.00,2505.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2252.12,2169.95,1977.18,1803.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3571.47,3940.42,2724.37,2669.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1998.66,1875.36,2352.10,2732.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
65,30.79,1048.24834,202.00188,,,,ION=[M+H]+,,,2939.66,0.00,2167.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2021.47,1287.96,0.00,2926.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2249.13,2037.32,2939.66,2737.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2450.82,2179.73,2418.37,2767.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,30.79,618.57500,163.84889,,,,ION=[M+H]+,,,5587.02,0.00,3788.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3642.87,2576.26,2725.70,4001.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4487.99,3459.90,4211.12,5587.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4291.58,3560.81,3771.31,3149.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67,30.84,633.54350,167.65652,,,,ION=[M+H]+,,,9313.66,0.00,7941.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6990.69,8546.55,7044.72,5921.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8761.40,8342.77,7152.54,9084.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7510.51,9313.66,7700.21,8928.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
